	Entrez Gene ID
Dusp13	27389
Mmel1	27390
L1Md-Tf2	27391
Pign	27392
Mrpl39	27393
L1Md-Tf16	27394
Mrpl15	27395
L1Md-Tf19	27396
Mrpl17	27397
Mrpl2	27398
Ip6k1	27399
Hsd17b6	27400
Skp2	27401
Pdhx	27402
Abca7	27403
Abca8b	27404
Abcg3	27405
Abcf3	27406
Abcf2	27407
Abcg5	27409
Abca3	27410
Slc14a2	27411
Peg12	27412
Abcb11	27413
Sergef	27414
Abcc5	27416
Mkln1	27418
Naglu	27419
Abcc6	27421
Klra15	27423
Klra16	27424
Atp5l	27425
Nagpa	27426
Shroom3	27428
1T	27448
8T	27449
1S	27450
10S	27451
53S	27452
15S	27453
53T	27454
38T	27455
44S	27456
15T	27457
E2R	27458
56S	27459
10T	27460
63G5L	27461
17F4L	27462
3S	27463
3T	27464
8S	27465
42T	27466
78A11L	27467
45S	27468
16T	27469
29T	27470
16S	27471
51S	27472
48T	27473
51T	27474
20S	27475
20T	27476
11T	27477
42S	27478
11S	27479
91G12L	27480
78A11R	27481
52T	27482
52S	27483
56T	27484
29S	27485
12T	27486
D0Kist6	27489
D0Kist5	27490
D0Kist4	27491
D0Kist3	27492
A230006K03Rik	27493
Amot	27494
17F4R	27495
3P18T	27497
3P18S	27498
B40B5S	27499
B40B5T	27500
B9L14S	27501
B9L14T	27502
222B5S	27503
222B5T	27504
573K1S	27505
573K1T	27506
Y157F2R	27507
B545C9T	27508
B396H6T	27509
B546P1T	27510
B546P1S	27511
B11I10S	27512
B11I10T	27513
B405C9T	27514
B405C9S	27515
B479N4S	27516
B479N4T	27517
B545C9S	27518
B308D2T	27519
B396H6S	27520
272I21T	27521
268M14S	27522
B520L19T	27523
B520L19S	27524
B432H10S	27525
B432H10T	27526
B521M19S	27527
Nrep	27528
D0Mnp3	27529
D0Mnp2	27530
D0Mnp1	27531
D0Mnp6	27532
D0Mnp5	27533
D0Mnp4	27534
D15N9	27535
D15N3	27537
D15N8	27539
D15N5	27540
D15N4	27541
D15N7	27542
D15N6	27543
D15N11	27544
D15N10	27545
D7Zem4	27546
D7Zem1	27547
D7Zem3	27548
D7Zem2	27549
D5Buc9	27550
D5Buc8	27551
D5Buc7	27552
D5Buc6	27553
D5Buc19	27562
D5Buc28	27563
D5Buc38	27564
D5Buc18	27565
D5Buc36	27566
D5Buc29	27567
D5Buc37	27568
D5Buc35	27569
D5Buc25	27570
D5Buc11	27571
D5Buc27	27572
D5Buc21	27573
D5Buc22	27574
D5Buc23	27575
D5Buc17	27576
D5Buc16	27577
D5Buc34	27578
D5Buc10	27579
D5Buc20	27580
D5Buc12	27581
D5Buc32	27582
D5Buc15	27583
D5Buc14	27584
D5Buc13	27585
D5Buc33	27586
D5Buc31	27587
D4Pel1	27590
D15H22S992E	27591
EST974366	27594
D11Bhm188	27598
D11Bhm107	27599
D0Dcr7	27600
D0Dcr6	27601
D0Dcr5	27602
D0Dcr4	27603
D0Dcr3	27604
D0Dcr2	27605
D0Dcr1	27606
D0Dcr9	27607
D17Leh89	27608
D6Rp2	27609
D0Hgu1	27610
D0Hgu2	27611
D0Hgu3	27612
D0Hgu4	27613
D0Hgu5	27614
D0Hgu6	27615
D0Hgu7	27616
D0Hgu8	27617
D0Hgu9	27618
D17Tu49	27620
D11Moh9	27621
D11Moh8	27622
D11Moh5	27623
D11Moh4	27624
D11Moh7	27625
D11Moh6	27626
D11Moh1	27627
D11Moh3	27628
D11Moh2	27629
D17Leh467	27630
D17Leh525	27631
Nelfe	27632
D0Dcr12	27633
D0Dcr11	27634
D0Dcr10	27635
D0Dcr13	27636
D13Die28	27637
D13Die26	27638
D13Die27	27639
D13Die24	27640
D13Die25	27641
DXHXS1104	27642
Ubl4a	27643
D0Hgu10	27644
D0Hgu11	27645
D0Hgu12	27646
D0Hgu13	27647
D0Hgu14	27648
D0Hgu15	27649
D0Hgu16	27650
D4Sh1	27651
D1Dau6	27652
D1Dau9	27653
D1Dau8	27654
D1Dau1	27655
D1Dau3	27656
D1Dau2	27657
D1Dau5	27658
D1Dau4	27659
1700088E04Rik	27660
D11Moh31	27666
D11Moh20	27667
D11Moh21	27668
D11Moh22	27669
D11Moh23	27670
D11Moh25	27671
D11Moh26	27672
D11Moh27	27673
D11Moh28	27674
D11Moh29	27675
D11Moh33	27676
D11Moh32	27677
D11Moh30	27678
Snf8	27681
D11Moh19	27682
D11Moh18	27683
D11Moh11	27684
D11Moh10	27685
D11Moh13	27686
D11Moh12	27687
D11Moh15	27688
D11Moh14	27689
D11Moh17	27690
D11Moh16	27691
D13Rp4	27694
D13Rp3	27695
D16Ros1	27696
23H6.T7	27697
30B5.T7	27698
D1Dau15	27699
D1Dau14	27700
D1Dau17	27701
D1Dau16	27702
D1Dau11	27703
D1Dau10	27704
D1Dau12	27705
D1Dau19	27706
D1Dau18	27707
D1Dau28	27708
D1Dau29	27709
D1Dau33	27710
D1Dau32	27711
D1Dau20	27712
D1Dau30	27713
D1Dau22	27714
D1Dau23	27715
D1Dau24	27716
D1Dau34	27717
D1Dau26	27718
D1Dau27	27719
D1Dau31	27720
D1Dau25	27721
D1Sta9	27722
D1Sta8	27723
D1Sta5	27724
D1Sta4	27725
D1Sta7	27726
D1Sta6	27727
D1Sta1	27728
D1Sta3	27729
D1Sta2	27730
D17Tu49a	27731
D17Tu49b	27732
D17Tu49c	27733
D1Ncl2	27736
D1Ncl3	27737
245A8.T7	27738
254L6.T7	27739
23H6.Sp6	27740
210N7.T7	27741
D2Dcr20	27742
D2Dcr22	27743
D2Dcr23	27744
D2Dcr19	27745
D2Dcr18	27746
D2Dcr15	27747
D2Dcr14	27748
D2Dcr17	27749
D2Dcr16	27750
D1Sta11	27751
D1Sta10	27752
D1Sta13	27753
D1Sta12	27754
D1Sta14	27755
Lsm2	27756
D6Abb1e	27758
D2Abb1e	27759
D5Abb2e	27760
D2Abb3e	27761
Vwa7	27762
196D11.T7	27765
273G21.T7	27766
295F16.T7	27767
332I15.T7	27768
42J20R	27770
42J20F	27771
38B16F	27772
38B16R	27773
94B16F	27774
sWSS86	27775
94B16R	27776
03B03F	27777
03B03R	27778
57K16F	27779
92N10R	27780
57K16R	27781
92N10F	27782
Commd8	27784
D5Buc30e	27785
565M12F	27789
DXPas19	27790
D18Abb2e	27791
D14Abb2e	27792
D2Dcr4	27793
D2Dcr7	27794
D2Dcr3	27795
D2Dcr9	27796
D2Dcr8	27797
D2Dcr5	27798
D2Dcr6	27799
D2Dcr2	27800
Zdhhc8	27801
502H20F	27804
303E12F	27805
502H20R	27806
303E12R	27807
119L04F	27808
565I03R	27809
358A17R	27810
304D23R	27811
304D23F	27812
133J02R	27813
256O10F	27814
391O16F	27815
256O10R	27816
133J02F	27817
349F04F	27818
391O16R	27819
349F04R	27820
504N12R	27821
565I03F	27822
211N06R	27823
504N12F	27824
567C18F	27825
211N06F	27826
335F15F	27827
335F15R	27828
D0Bac5	27829
D0Bac4	27830
D0Bac3	27831
D0Bac2	27832
D6Kcc1	27833
D2Dcr24	27834
D2Dcr21	27835
D2Dcr11	27836
D2Dcr10	27837
D2Dcr13	27838
D2Dcr12	27839
119L04aR	27841
D10Hgu1	27842
DXYHgu1	27843
DXSmh141	27844
D7Cwr3D	27845
D0Nds6	27846
D0Nds7	27847
D0Nds8	27848
D0Nds9	27849
D5Nam12	27850
DXIum1	27851
D0Nds10	27852
D0Nds11	27853
D0Nds12	27854
D0Nds13	27855
D0Nds14	27856
D0Nds16	27857
D0Nds17	27858
D0Nds18	27859
D0Nds20	27860
D0Nds21	27861
D0Nds23	27862
D0Nds24	27863
D0Nds26	27864
D11Moh41e	27865
D11Moh37e	27866
D11Moh38e	27867
D11Moh42e	27868
D11Moh39e	27870
D16Smh250	27873
D16Smh580	27874
D17Ium1	27875
D1Dau7e	27876
Tada1	27878
Tango2	27883
D9Mgc43	27885
Ess2	27886
D16Ium77	27888
D16Ium76	27889
D16Ium75	27890
D16Ium74	27891
D16Ium73	27892
D16Ium72	27893
D16Ium71	27894
D16Ium70	27895
D16Ium69	27896
D16Ium68	27897
D16Ium67	27898
D16Ium66	27899
D16Ium65	27900
D16Ium64	27901
D16Ium63	27902
D16Ium62	27903
D16Ium61	27904
D16Ium60	27905
D16Ium59	27906
D16Ium58	27907
D16Ium57	27908
D16Ium56	27909
D16Ium55	27910
D16Ium54	27911
D16Ium53	27912
D16Ium52	27913
D16Ium51	27914
D16Ium50	27915
D16Ium49	27916
D16Ium48	27917
D16Ium47	27918
D16Ium46	27919
D16Ium45	27920
D16Ium44	27921
D16Ium43	27922
D16Ium42	27923
D16Ium41	27924
D16Ium40	27925
D0Ffm1	27926
D0Ffm3	27927
D0Ffm2	27928
D0Ffm5	27929
D0Ffm4	27930
D0Ffm6	27931
D1Nds1	27932
D1Nds2	27933
D2Nds1	27934
D3Nds1	27935
D3Nds2	27936
D3Nds3	27937
D3Nds7	27938
D4Nds2	27939
D5Nds1	27940
D5Nds2	27941
D7Nds1	27942
D7Nds2	27943
D9Nds2	27944
D10Nds1	27947
D10Nds2	27948
D11Nds1	27949
D13Nds1	27950
D14Nds5	27951
D15Nds1	27952
D16Nds2	27953
D6Uwa4	27954
D16Nds1	27955
D9Wsu90e	27962
D9Wsu74e	27963
Spg21	27965
Rrp9	27966
Cherp	27967
D8Wsu26e	27971
Vkorc1	27973
D7Wsu69e	27974
Eif3b	27979
Rsrp1	27981
Efhd2	27984
D3Wsu79e	27986
Imp4	27993
D16Ium7e	27995
D2Wsu85e	27996
D4Wsu139e	27997
Exosc5	27998
Fam3c	27999
Prpf19	28000
Washc2	28006
Miip	28010
D3Wsu106e	28011
D2Wsu107e	28012
D9Wsu149	28014
Polr2m	28015
D7Wsu130e	28017
Ubfd1	28018
Ing4	28019
D5Wsu152e	28022
D5Wsu148e	28024
Mrpl50	28028
Gfm1	28030
Usp39	28035
Larp7	28036
D1Wsu158e	28037
D6Wsu163e	28040
Selenoi	28042
D3Wsu174e	28043
D3Wsu167e	28044
D16Ium37e	28045
D16Ium33e	28046
D16Ium30e	28047
D16Ium25e	28049
D16Ium19e	28050
D17Ium18e	28051
D16Ium17e	28052
D16Ium15e	28054
D16Ium14e	28055
D16Ium13e	28056
D16Ium11e	28057
D19Wsu44e	28060
Yipf3	28064
Twistnb	28071
Desi1	28075
Med10	28077
Prl5a1	28078
Atp5o	28080
Fam104a	28081
Vps25	28084
D11Wsu48e	28085
Rtcb	28088
DYzEms9	28091
DYzEms8	28092
DYzEms7	28093
DYzEms6	28094
DYzEms5	28095
DYzEms4	28096
DYzEms3	28097
DYzEms2	28098
DYzEms1	28099
Trim36	28105
Mydgf	28106
D10Wsu102e	28109
D15Wsu126e	28112
Tinf2	28113
Nsun2	28114
D10Wsu159e	28120
D17Wsu164e	28123
Nop16	28126
D11Wsu173e	28129
D9Mgc42e	28132
D9Mgc40e	28133
D9Mgc45e	28134
Cep63	28135
D9Mgc46e	28137
D7Ucla2	28138
DYzEms12	28139
DYzEms11	28140
DYzEms10	28141
Serp1	28146
D4Ucla1	28148
D5Ucla2	28150
D16Ium9e	28154
D16Ium8e	28155
D16Ium6e	28156
D16Ium5e	28157
DYzEms15	28159
DYzEms14	28160
DYzEms17	28161
DYzEms16	28162
DYzEms13	28163
DYzEms21	28164
DYzEms22	28165
DYzEms19	28166
DYzEms18	28167
DYzEms20	28168
Agpat3	28169
D6Wum8	28171
D16Ium39e	28173
D16Ium38e	28174
D16Ium36e	28175
D16Ium35e	28176
D16Ium34e	28177
D16Ium32e	28178
D16Ium31e	28179
D16Ium29e	28180
D16Ium28e	28181
D16Ium27e	28182
D16Ium23e	28184
Tomm70a	28185
D16Ium20e	28187
D16Ium12e	28188
D6Wum2	28190
D6Wum4	28191
D6Wum9	28192
Reep3	28193
Apon	28194
Dcaf11	28199
Dhrs4	28200
D6Wum13	28205
D6Wum14	28206
D6Wum15	28207
D6Wum20	28208
D0Nrs2	28209
D0Nrs1	28210
D6Wum18	28211
D6Wum12	28212
D6Wum10	28213
D6Wum16	28214
Trpm2	28240
Slco1a1	28248
Slco1a4	28250
Slco1b2	28253
Slco1a6	28254
D11Moh24	28255
D10Jhu45	28256
D10Jhu42	28257
D10Jhu41	28258
D10Jhu60	28259
D10Jhu52	28260
D10Jhu54	28261
D10Jhu59	28262
D10Jhu58	28263
D10Jhu51	28264
D10Jhu50	28265
D10Jhu39	28266
D10Jhu61	28267
D10Jhu37	28268
D10Jhu36	28269
D10Jhu35	28270
D10Jhu56	28271
D10Jhu33	28272
D10Jhu67	28273
D10Jhu68	28274
D10Jhu69	28275
D10Jhu40	28276
D10Jhu79	28277
D10Jhu78	28278
D10Jhu48	28279
D10Jhu49	28280
D10Jhu43	28281
D10Jhu72	28282
D10Jhu53	28283
D10Jhu46	28284
D10Jhu38	28285
D10Jhu47	28286
D10Jhu55	28287
D10Jhu63	28288
D10Jhu65	28289
D10Jhu57	28290
D10Jhu70	28291
D10Jhu44	28292
D10Jhu66	28293
D10Jhu71e	28294
Gatd3a	28295
D10Jhu64e	28296
D10Jhu34e	28297
Znhit2	29805
Limd1	29806
Tpk1	29807
Mga	29808
Rabgap1l	29809
Bag3	29810
Ndrg2	29811
Ndrg3	29812
Zfp385a	29813
Bcar3	29815
Hip1r	29816
Igfbp7	29817
Hspb7	29818
Stau2	29819
Tnfrsf19	29820
Del(X)4Brd	29821
Del(X)3Brd	29822
Del(X)1Brd	29823
Del(X)2Brd	29824
Del(X)18Brd	29825
Del(X)16Brd	29826
Del(X)19Brd	29827
Del(X)17Brd	29828
Del(11)1Brd	29829
Del(11)9Brd	29830
Del(11)14Brd	29831
Del(11)13Brd	29832
Del(11)12Brd	29833
Del(11)10Brd	29834
Del(11)11Brd	29835
Del(11)15Brd	29836
Del(11)16Brd	29837
Olfr155	29845
Olfr156	29846
Olfr29-ps1	29848
Olfr159	29849
Smtn	29856
Mapk12	29857
Pmm1	29858
Sult4a1	29859
Dpf1	29861
Ninj2	29862
Pde7b	29863
Rnf11	29864
Cabp5	29865
Cabp2	29866
Cabp1	29867
Ulk2	29869
Gtse1	29870
Scmh1	29871
Cspg5	29873
Iqgap1	29875
Clic4	29876
Hdgfl3	29877
l7Rl2	29879
D10Jhu7	30003
D10Jhu8	30004
D10Jhu16	30005
D10Jhu11e	30006
D10Mit174	30007
Opn4	30044
Dnajc12	30045
Zfp292	30046
Scd3	30049
Fbxw2	30050
Spdef	30051
Pcsk1n	30052
Reg3d	30053
Rnf17	30054
Timm13	30055
Timm9	30056
Timm8b	30057
Timm8a1	30058
Timm10	30059
Meltf	30060
Cttnbp2	30785
Slc39a1	30791
Pdlim4	30794
Fkbp3	30795
Mmp20	30800
Slc22a4	30805
Adamts8	30806
DXChri1	30821
DXChri2	30822
DXChri3	30823
DXChri4	30824
DXChri5	30825
Fbxw4	30838
Fbxw5	30839
Fbxl6	30840
Kdm2b	30841
Fbxl12	30843
Mlf2	30853
C77218	30857
C78205	30858
C78135	30862
C78662	30863
C78513	30865
C76453	30872
C77614	30873
C77488	30874
Gnl3	30877
Apln	30878
AI256707	30882
AI225873	30896
AI317230	30912
AI317185	30914
AI256787	30917
AI316844	30919
A730014G21Rik	30921
Foxe3	30923
Angptl3	30924
Slamf6	30925
Glrx3	30926
Snai3	30927
Zbtb18	30928
Vps26a	30930
Tor1a	30931
Zfp330	30932
Tor2a	30933
Tor1b	30934
Tor3a	30935
Slc46a2	30936
Lmcd1	30937
Fgd3	30938
Pttg1	30939
Usp25	30940
Usp21	30941
Hnf4g	30942
Prss30	30943
Zfp354c	30944
Rnf19a	30945
Abt1	30946
Adat1	30947
Bin1	30948
Lcmt1	30949
Cbx8	30951
Cngb3	30952
Schip1	30953
Siva1	30954
Pik3cg	30955
Aass	30956
Mapk8ip3	30957
Ddx25	30959
Vapa	30960
Slc7a9	30962
Hacd1	30963
Rps12-ps1	30964
Nox4	50490
Thop1	50492
Txnrd1	50493
E2f6	50496
Hspa14	50497
Ebi3	50498
Ttpa	50500
Prok2	50501
Ercc4	50505
Igk-Eik	50510
a	50518
Lats2	50523
Sall2	50524
Spag6l	50525
Ero1a	50527
Tmprss2	50528
Mrps7	50529
Mfap5	50530
Igbp1b	50540
Elane	50701
Cfhr1	50702
Postn	50706
H1f2	50708
H1f4	50709
Sacs	50720
Sirt6	50721
Dkkl1	50722
Icosl	50723
Sap30l	50724
AF007000	50740
Fbxo8	50753
Fbxw7	50754
Fbh1	50755
Fbxw14	50757
Fbxl17	50758
Fbxo16	50759
Fbxo17	50760
Fbxo6	50762
Fbxo15	50764
Tfr2	50765
Crim1	50766
Pnpla6	50767
Dlc1	50768
Atp8a2	50769
Atp11a	50770
Atp9b	50771
Mapk6	50772
Nt5c	50773
Krtap5-1	50774
Krtap5-4	50775
Polg2	50776
Rgs1	50778
Rgs6	50779
Rgs3	50780
Dkk3	50781
Rgs11	50782
Lsm4	50783
Plpp2	50784
Hs6st1	50785
Hs6st2	50786
Hs6st3	50787
Fbxl8	50788
Fbxl3	50789
Acsl4	50790
Magi2	50791
Orc3	50793
Klf13	50794
Sh3bgr	50795
Dmrt1	50796
Copb2	50797
Gne	50798
Slc25a13	50799
Nr1h2-ps	50800
Capn15	50817
Rnf10	50849
Spast	50850
Keap1	50868
Prkn	50873
Tmod4	50874
Tmod3	50875
Tmod2	50876
Neu3	50877
Stag3	50878
Scly	50880
Chek2	50883
Nckap1	50884
Hmgn5	50887
Il17rb	50905
Preb	50907
C1s1	50908
C1ra	50909
Exosc9	50911
Exosc10	50912
Olig2	50913
Olig1	50914
Grb14	50915
Irx4	50916
Galns	50917
Myadm	50918
Hnrnpdl	50926
Nasp	50927
Klrg1	50928
Il22	50929
Tnfsf14	50930
Il27ra	50931
Mink1	50932
Uchl3	50933
Slc7a8	50934
St6galnac6	50935
Mtag2	50994
Uba2	50995
Pdcd7	50996
Mpp2	50997
Cpsf2	51786
H2az1	51788
Tnk2	51789
Rgs14	51791
Ppp2r1a	51792
Ddah2	51793
Srpx	51795
Srrm1	51796
Ctps	51797
Ech1	51798
Rundc3a	51799
Bok	51800
Ramp1	51801
Hnrnpu	51810
Clec4f	51811
Mcrs1	51812
Ccnc	51813
D17Leh66E	51818
D17Tu32	51819
D0Wfb1e	51820
D17Leh119	51821
D17Tu42	51822
D3Abb1e	51823
D9Sut2e	51825
D17Sut1e	51827
D15Abb1e	51828
D13Abb2e	51829
D7Trk1e	51830
D6Trk1e	51831
D3Ggc1e	51832
D2Uta1e	51833
D2Ggc2e	51834
D2Ggc3e	51835
DXGgc3e	51836
DXGgc5e	51837
D2Ggc5e	51838
D2Ggc4e	51839
D3Ggc3e	51840
D2Ertd93e	51842
D2Ertd48e	51843
D2Ertd63e	51845
D2Ertd92e	51847
D2Ggc6e	51848
D3Ggc4e	51849
DXSut1e	51850
D9Sut1e	51851
D5Sut1e	51852
D4Sut1e	51853
D3Sut1e	51854
D1Sut1e	51855
D8Sut1e	51856
D2Sut1e	51857
D19Ggc1e	51859
D17Ggc2e	51860
D6Sut1e	51861
D2Bir27e	51862
D2Bir28e	51863
D2Ertd173e	51864
D2Ertd122e	51865
D2Ertd210e	51867
D2Ertd168e	51868
Rif1	51869
D2Ertd112e	51870
D2Ertd282e	51872
D2Ertd127e	51873
Tmem141	51875
D4Ertd290e	51877
D4Ertd298e	51878
D3Ertd425e	51879
D2Ertd239e	51880
D2Ertd259e	51883
Tubgcp4	51885
Fubp1	51886
D2Ertd397e	51887
D3Ertd343e	51889
D2Ertd468e	51891
D2Ertd198	51893
D2Ertd357e	51896
Atg13	51897
D3Ertd452e	51898
D2Ertd329e	51900
D2Ertd295e	51901
Rnf24	51902
D2Ertd554e	51903
D3Ertd508e	51904
D3Ertd547e	51907
D3Ertd568e	51908
D3Ertd491e	51909
D3Ertd108e	51914
D3Ertd211e	51915
D2Ertd691e	51917
D2Ertd634e	51919
D2Ertd616e	51920
D2Ertd612e	51922
D2Ertd640e	51925
D2Ertd623e	51926
D3Ertd711e	51927
D1Ertd692	51928
D1Ertd704e	51929
D1Ertd799e	51931
D3Ertd740e	51936
D3Ertd797e	51937
Ccdc39	51938
D3Ertd731e	51939
D1Ertd705e	51940
Knstrn	51944
D1Ertd811e	51945
D19Bir8e	51949
D17Ertd96e	51951
D17Ertd29e	51952
D19Ertd79e	51953
D13Sut1e	51956
D12Sut1e	51957
D7Ertd1e	51959
Kctd18	51960
D6Ggc1e	51963
D11Bhm181e	51966
D8Ggc2e	51971
DXGgc1e	51973
D8Ggc1e	51974
D4Ggc2e	51975
D1Ggc1e	51976
D4Ggc3e	51977
D2Ggc1e	51978
DXGgc2e	51979
D6Ggc2e	51980
D5Ggc1e	51981
D1Ggc3e	51982
D1Ggc2e	51983
D4Ggc4e	51984
D3Ggc2e	51985
D14Sut1e	51986
D12Sut2e	51987
D8Ggc3e	51988
D9Ertd12e	51990
D8Ertd67e	51991
D19Ertd200e	51995
D8Ertd51e	51996
D17Ertd165e	51997
D17Ertd191e	51998
D17Ertd262e	51999
D17Ertd277e	52000
D6Ertd15e	52002
DXErtd11e	52003
Cdk2ap2	52004
D7Ertd59e	52006
Jpt2	52009
D19Ertd132e	52011
R3hcc1l	52013
Nus1	52014
D10Ertd276e	52015
D19Ertd409e	52016
D13Ertd570e	52018
D17Ertd589e	52019
Umodl1	52020
Pibf1	52023
Ankrd22	52024
D17Ertd648e	52027
Bbs1	52028
D17Ertd657e	52029
Pbk	52033
D19Ertd756e	52034
Ppp6r3	52036
D17Ertd763e	52037
D10Ertd755e	52038
Ppp1r10	52040
D19Ertd744e	52044
DXGgc6e	52046
D8Ggc4e	52047
D6Ggc3e	52048
D1Ggc4e	52049
DXGgc4e	52050
D1Ertd86e	52053
D4Ertd58e	52054
Rab11fip5	52055
D1Ertd62e	52056
D4Ertd76e	52058
D3Ertd34e	52061
D9Ertd26e	52062
Coq5	52064
Mfhas1	52065
D1Ertd57e	52066
D8Ertd56e	52067
D4Ertd78e	52068
D4Ertd31e	52070
D8Ertd54e	52071
D5Ertd77e	52072
D6Ertd47e	52074
Tmem38b	52076
D6Ertd87e	52078
D1Ertd83e	52079
D6Ertd90e	52080
D7Ertd74e	52082
D1Ertd84e	52086
D6Ggc4e	52093
D8Ggc5e	52094
D5H4S181E	52095
D16Ertd6e	52097
D1Ertd75e	52099
D11Ertd4e	52100
D11Ggc1e	52103
D16Ggc1e	52104
D1Ertd164e	52105
D8Ertd130e	52107
D9Ertd115e	52108
D8Ertd317e	52116
Pvr	52118
Hgsnat	52120
Agpat5	52123
D6Ertd439e	52124
Ccdc97	52132
D4Ertd510e	52134
D7Ertd595e	52137
D5Ertd543e	52138
D5Ertd560e	52139
D4Ertd582e	52140
D6Ertd588e	52141
D7Ertd661e	52144
D9Ertd720e	52145
DXErtd770e	52149
Kcnk6	52150
D14Bur1e	52151
D11Jkn1e	52153
D11Ggc2e	52154
D18Ggc1e	52155
D17Ggc1e	52156
D10Ggc1e	52157
D18Ggc2e	52158
D15Ggc1e	52159
D15Ggc2e	52160
D7Bir19e	52161
D7Bir18e	52162
Camk1	52163
D4Ertd117e	52164
D2Ertd105e	52165
D3Ertd302e	52166
D8Ertd294e	52167
D7Ertd193e	52168
D1Ertd182e	52169
D4Ertd264e	52172
D9Ertd133e	52173
Tmem222	52174
DXErtd242e	52175
D8Ertd124e	52176
D4Ertd151e	52177
D9Ertd256e	52179
D5Ertd163e	52181
D1Ertd148e	52182
D5Ertd255e	52183
Odf2l	52184
D8Ertd158e	52186
Rragd	52187
D1Ertd228e	52189
D3Ertd258e	52190
D15Ertd50e	52193
D5Ertd102e	52194
D8Ertd252e	52195
D7Ertd187e	52196
DXErtd223e	52197
D3Ertd270e	52198
D8Ertd107e	52199
D1Ertd273e	52201
Rbm34	52202
D9Ertd306e	52203
D6Ertd234e	52204
D4Ertd179e	52205
Anapc4	52206
D1Ertd309e	52207
D9Ertd292e	52208
D3Ertd246e	52211
D9Ertd167e	52212
D4Ertd100e	52213
D7Ertd128e	52222
D6Ertd160e	52223
D5Ertd215e	52224
D4Ertd103e	52225
D1Ertd230e	52228
D5Ertd121e	52230
Ankzf1	52231
D3Ertd207e	52232
D7Ertd183e	52234
D9Ertd305e	52235
D15Ertd30e	52238
D3Ertd229e	52243
D5Ertd159e	52244
Commd2	52245
D1Ertd291e	52246
D5Ertd236e	52247
D5Ertd301e	52249
Reep1	52250
D3Ertd162e	52252
D9Ertd334e	52259
D4Ertd279e	52260
D8Ertd268e	52261
D7Ertd312e	52262
D1Ertd475e	52263
D5Ertd422e	52268
D8Ertd381e	52274
D7Ertd316e	52275
Cdca8	52276
D1Ertd185e	52278
D9Ertd382e	52281
D9Ertd356e	52282
D6Ertd474e	52285
D5Ertd470e	52292
D7Ertd351e	52293
D1Ertd399e	52296
D5Ertd440e	52297
D8Ertd323e	52298
D9Ertd338e	52299
D4Ertd335e	52302
D1Ertd218e	52303
D1Ertd259e	52305
D9Ertd241e	52307
D4Ertd361e	52308
D7Ertd344e	52310
D9Ertd341e	52312
D6Ertd318e	52316
D7Ertd388e	52317
D1Ertd448e	52318
D6Ertd469e	52320
Klhl7	52323
D7Ertd413e	52325
D1Ertd408e	52326
Stbd1	52331
D7Ertd523e	52333
D7Ertd481e	52334
Atxn1l	52335
D5Ertd525e	52336
D8Ertd563e	52338
D8Ertd572e	52339
D4Ertd513e	52340
D4Ertd571e	52341
D6Ertd490e	52343
D4Ertd199e	52344
D2Ertd501e	52346
D1Ertd564e	52347
Vps37a	52348
D7Ertd526e	52349
D5Ertd521e	52350
DXErtd573e	52355
D1Ertd507e	52356
Wwc2	52357
D1Ertd576e	52358
D7Ertd495e	52359
D8Ertd362e	52360
D9Ertd496e	52361
D9Ertd596e	52363
D7Ertd558e	52365
D8Ertd503e	52366
D8Ertd575e	52367
D6Ertd456e	52370
D6Ertd527e	52372
Rcn3	52377
D4Ertd669e	52379
D5Ertd566e	52381
D8Ertd674e	52382
D1Ertd646e	52383
D1Ertd702e	52386
D5Ertd700e	52387
Adgra1	52389
Macir	52392
D7Ertd677e	52393
Zfp644	52397
Septin11	52398
D7Ertd685e	52399
D7Ertd602e	52400
D5Ertd615e	52401
D4Ertd628e	52403
D7Ertd807e	52408
D5Ertd798e	52409
D8Ertd769e	52410
D9Ertd788e	52412
D2Ertd742e	52414
D4Ertd639e	52415
D7Ertd783e	52419
D4Ertd681e	52421
D8Ertd620e	52423
D4Ertd111e	52427
Rhpn2	52428
Echdc2	52430
D9Ertd815e	52431
Ppp2r2d	52432
D2Ertd337e	52433
Tax1bp1	52440
Mrpl48	52443
D4Ertd804e	52444
D14Rp4e	52448
D11Ggc3e	52449
D10Ggc2e	52450
D15Ggc3e	52451
D16Ggc2e	52452
D14Ertd24e	52453
D11Ertd49e	52455
D15Ertd55e	52458
D13Ertd94e	52461
D10Ertd43e	52462
Tet1	52463
D16Ertd88e	52464
Slc46a1	52466
D11Ertd72e	52467
Ctdsp2	52468
Coa3	52469
D13Ertd37e	52471
D11Ertd80e	52473
D14Ertd16e	52474
D13Ertd42e	52475
Angel2	52477
D6Ertd131e	52478
Snhg14	52480
D7Ertd758e	52481
D10Ggc3e	52482
D0Wsu1e	52483
D5Ertd505e	52485
D19Rp19e	52486
D7Arn1e	52487
D18Ertd289e	52490
D14Ertd170e	52493
D12Ertd129e	52494
D12Ertd208e	52495
D15Ertd136e	52496
D15Ertd180e	52498
Carhsp1	52502
Cenpo	52504
D13Ertd463e	52505
D14Ertd574e	52508
D15Ertd529e	52510
D18Ertd201e	52511
D14Ertd670e	52512
Ddx56	52513
D18Ertd693e	52519
Zfp622	52521
D14Ertd725e	52524
D16Ertd780e	52525
D6Mm3e	52526
D6Mm4e	52527
D17Rp11e	52528
Nhp2	52530
D13Ertd224e	52531
